Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Country,Stage,Funds_Raised_USD
Project44,Chicago,Logistics,63,0.05,15/07/2022,https://www.freightwaves.com/news/project44-cuts-5-of-global-workforce-plans-for-engineering-first-focus,United States,Unknown,817
Heroes,"London, Non-U.S.",Retail,24,0.2,15/07/2022,https://www.businessinsider.com/amazon-rollup-heroes-quietly-laid-off-staff-2022-7,United Kingdom,Unknown,265
Aspire,SF Bay Area,Marketing,23,,15/07/2022,https://www.businessinsider.com/influencer-marketing-firm-aspire-lays-off-staffers-creator-economy-2022-7,United States,Series A,27
StyleSeat,SF Bay Area,Consumer,,0.17,15/07/2022,https://docs.google.com/spreadsheets/d/13RoAEMURt-b7z31Pep9DbfDFpIUnxK5jnFhexL59_SQ/edit#gid=0,United States,Series C,40
Zego,"London, Non-U.S.",Finance,85,0.17,14/07/2022,https://coverager.com/layoffs-at-zego/,United Kingdom,Series C,202
The Mom Project,Chicago,HR,54,0.15,14/07/2022,https://www.linkedin.com/posts/the-mom-project_today-we-shared-the-difficult-news-with-activity-6953445024575475712-VHen/,United States,Series C,115
Unstoppable Domains,SF Bay Area,Crypto,42,0.25,14/07/2022,https://twitter.com/matthewegould/status/1547699609480286208,United States,Series B,7
Kiavi,SF Bay Area,Real Estate,39,0.07,14/07/2022,https://www.housingwire.com/articles/fix-and-flip-lender-kiavi-lays-off-7-of-employees/,United States,Series E,240
Alto Pharmacy,SF Bay Area,Healthcare,,,14/07/2022,https://www.linkedin.com/news/story/alto-gets-amazon-exec-lays-off-staff-4833793/,United States,Series E,560
Cosuno,"Berlin, Non-U.S.",Construction,,,14/07/2022,Company exec,Germany,Series B,45
OpenSea,New York City,Crypto,,0.2,14/07/2022,https://twitter.com/dfinzer/status/1547648521607659522?s=20&t=DZC6VC-Ee3Eb3BnfHytydA,United States,Series C,427
Wave,"Dakar, Non-U.S.",Finance,300,0.15,13/07/2022,https://techcrunch.com/2022/07/13/wave-a-stripe-backed-african-fintech-valued-at-1-7-billion-cut-15-of-its-staff-in-june/,Senegal,Series A,292
Tonal,SF Bay Area,Fitness,262,0.35,13/07/2022,https://www.cnbc.com/2022/07/13/peloton-rival-tonal-cuts-jobs-ahead-of-possible-recession-ipo.html,United States,Series E,450
Fabric,New York City,Logistics,120,0.4,13/07/2022,https://techcrunch.com/2022/07/13/fabric-lays-off-40-of-staff-as-it-shifts-strategy-from-service-to-platform/,United States,Series C,336
Bryter,"Berlin, Non-U.S.",Product,100,0.3,13/07/2022,https://twitter.com/pierre_vannier/status/1547311744837685249,Germany,Series B,89
ChowNow,Los Angeles,Food,100,0.2,13/07/2022,https://techcrunch.com/2022/07/13/signaling-tough-times-ahead-chownow-lays-off-employees/,United States,Series C,64
Involves,"Florianópolis, Non-U.S.",Retail,70,0.18,13/07/2022,https://www.baguete.com.br/noticias/13/07/2022/involves-demite-18,Brazil,Unknown,23
100 Thieves,Los Angeles,Consumer,12,,13/07/2022,https://www.dexerto.com/esports/100-thieves-layoffs-social-content-teams-1870915/,United States,Series C,120
Nuro,SF Bay Area,Transportation,7,,13/07/2022,https://www.therobotreport.com/nuro-lays-off-employees-in-texas-california-and-arizona/,United States,Series D,2100
Arrival,"London, Non-U.S.",Transportation,,0.3,13/07/2022,https://techcrunch.com/2022/07/13/arrival-to-slash-costs-cut-up-to-30-of-workforce-to-meet-on-ev-van-production-target/,United Kingdom,Post-IPO,629
CircleUp,SF Bay Area,Finance,,,13/07/2022,https://docs.google.com/spreadsheets/d/1ZfABpORnbm4dPfT-45YtOIJ1SonNkXUWXLPXdeCc5bg/edit#gid=0,United States,Series C,53
Papa,Miami,Other,,0.15,13/07/2022,https://www.linkedin.com/posts/andrew-parker-30904417_today-was-a-tough-day-for-papa-in-light-activity-6953092571120201728-HFiM/,United States,Series D,241
Gopuff,Philadelphia,Food,1500,0.1,12/07/2022,https://www.bloomberg.com/news/articles/2022-07-12/gopuff-is-cutting-10-jobs-in-us-closing-warehouses-to-preserve-cash,United States,Series H,3400
Fraazo,"Mumbai, Non-U.S.",Food,150,,12/07/2022,https://inc42.com/buzz/exclusive-fraazo-lays-off-150-employees-shuts-50-dark-stores/,India,Series B,63
Babylon,"London, Non-U.S.",Healthcare,100,,12/07/2022,https://www.bloomberg.com/news/articles/2022-07-12/uk-health-app-babylon-plans-job-cuts-in-bid-to-slash-costs#xj4y7vzkg,United Kingdom,Post-IPO,1100
Hubilo,SF Bay Area,Marketing,45,0.12,12/07/2022,https://inc42.com/buzz/hubilo-lays-off-12-workforce-as-physical-events-resume/,United States,Series B,153
Airlift,"Lahore, Non-U.S.",Logistics,,1,12/07/2022,https://techcrunch.com/2022/07/12/airlift-shutdown/,Pakistan,Series B,109
Microsoft,Seattle,Other,,,12/07/2022,https://www.cnbc.com/2022/07/12/microsoft-cuts-small-percentage-of-employees-as-new-fiscal-year-begins.html,United States,Post-IPO,1
Spring,SF Bay Area,Retail,,,12/07/2022,https://www.businessinsider.com/merch-company-spring-has-laid-off-staff-creator-economy-2022-7,United States,Unknown,61
Hopin,"London, Non-U.S.",Other,242,0.29,11/07/2022,https://www.businessinsider.com/live-events-unicorn-startup-hopin-is-laying-off-tk-staff-2022-7?op=1&scrolla=5eb6d68b7fedc32c19ef33b4,United Kingdom,Series D,1000
Alice,"Sao Paulo, Non-U.S.",Healthcare,63,,11/07/2022,https://forbes.com.br/carreira/2022/07/healthtech-alice-demite-63-funcionarios/,Brazil,Series C,174
SundaySky,New York City,Marketing,24,0.13,11/07/2022,https://en.globes.co.il/en/article-clearhaven-partners-buys-israeli-co-sundaysky-1001417731,United States,Series D,74
Apeel Sciences,Santa Barbara,Food,,,11/07/2022,https://www.pacbiztimes.com/2022/07/11/goletas-apeel-lays-off-undisclosed-number-of-employees/,United States,Series E,640
Forward,SF Bay Area,Healthcare,,0.05,11/07/2022,https://www.fiercehealthcare.com/health-tech/primary-care-startup-forward-cut-5-workforce-amid-extremely-tough-market-conditions,United States,Series D,225
Ignite,SF Bay Area,Crypto,,0.5,11/07/2022,https://www.coindesk.com/business/2022/07/01/cosmos-builder-ignite-cuts-headcount-by-more-than-50-ex-employees-say/,United States,Series A,9
Nextbite,Denver,Food,,,09/07/2022,https://www.businessinsider.com/softbank-backed-virtual-brand-startup-nextbite-lays-off-staff-2022-7,United States,Series C,150
PuduTech,"Shenzen, Non-U.S.",Other,1500,,08/07/2022,https://www.therobotreport.com/reports-major-layoffs-at-pudu-robotics/,China,Series C,184
Butler Hospitality,New York City,Food,1000,1,08/07/2022,https://techcrunch.com/2022/07/08/butler-shows-hundreds-of-employees-the-door-after-raising-50m-for-room-service-delivery/,United States,Series B,50
Calibrate,New York City,Healthcare,156,0.24,08/07/2022,https://news.bloomberglaw.com/capital-markets/health-startup-calibrate-cuts-24-of-workforce-in-restructuring,United States,Series B,127
NextRoll,SF Bay Area,Marketing,,0.03,08/07/2022,https://www.businessinsider.com/nextroll-lays-off-sales-and-recruitment-staffers-2022-7,United States,Unknown,108
Argo AI,Pittsburgh,Transportation,150,0.05,07/07/2022,https://techcrunch.com/2022/07/07/ford-vw-backed-argo-ai-lays-off-150-workers-slows-hiring/,United States,Unknown,3600
Next Insurance,SF Bay Area,Finance,150,0.17,07/07/2022,https://www.calcalistech.com/ctechnews/article/byybineic,United States,Series E,881
Adwerx,Durham,Marketing,40,,07/07/2022,https://www.inman.com/2022/07/08/adwerx-lays-off-40-employees-as-company-slows-new-initiatives/,United States,Unknown,20
Emotive,Los Angeles,Marketing,30,0.18,07/07/2022,https://dot.la/emotive-layoffs-2657628462.html,United States,Series B,78
Cedar,New York City,Healthcare,,0.24,07/07/2022,https://www.businessinsider.com/cedar-layoffs-workers-jobs-cut-healthcare-market-downturn-2022-7,United States,Series D,351
Twitter,SF Bay Area,Consumer,,,07/07/2022,https://www.wsj.com/articles/twitter-lays-off-third-of-talent-team-11657227105,United States,Post-IPO,5700
Remote,SF Bay Area,HR,100,0.09,06/07/2022,https://www.publico.pt/2022/07/06/economia/noticia/crise-chega-tecnologicas-portugal-remote-despede-9-2012650,United States,Series C,496
Shopify,"Ottawa, Non-U.S.",Retail,50,,06/07/2022,https://www.theglobeandmail.com/business/article-shopify-compensation-hiring-plans/,Canada,Post-IPO,122
Anodot,"Tel Aviv, Non-U.S.",Data,35,0.27,06/07/2022,https://www.calcalistech.com/ctechnews/article/sypfe11ms5,Israel,Series C,64
SQream,New York City,Data,30,0.18,06/07/2022,https://www.calcalistech.com/ctechnews/article/hyvmtrmo9,United States,Series B,77
Anodot,"Tel Aviv, Non-U.S.",Data,15,0.2,06/07/2022,https://www.calcalistech.com/ctechnews/article/sjy5hbre3,Israel,Series C,64
Motif Foodworks,Boston,Food,,,06/07/2022,https://www.foodnavigator-usa.com/Article/2022/07/06/Layoffs-at-Motif-FoodWorks-We-re-pivoting-our-focus-to-key-priorities-that-we-know-will-return-maximum-ROI#,United States,Series B,344
Loft,"Sao Paulo, Non-U.S.",Real Estate,384,0.12,05/07/2022,https://startups.com.br/noticias/loft-faz-segunda-rodada-de-demissoes-e-corta-mais-380/,Brazil,Unknown,788
Bizzabo,New York City,Marketing,120,0.3,05/07/2022,https://www.calcalistech.com/ctechnews/article/hysobwfi5,United States,Series E,194
eToro,"Tel Aviv, Non-U.S.",Finance,100,0.06,05/07/2022,https://www.calcalistech.com/ctechnews/article/ryoxm611sc,Israel,Unknown,322
Verbit,New York City,Data,80,0.1,05/07/2022,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,United States,Series E,569
Outschool,SF Bay Area,Education,31,0.18,05/07/2022,https://techcrunch.com/2022/07/05/outschool-which-raised-a-series-b-c-and-d-in-12-months-lays-off-18-of-workforce/,United States,Series D,240
Bullish,"Hong Kong, Non-U.S.",Crypto,30,0.08,05/07/2022,https://www.theblock.co/post/155859/bullish-com-cuts-jobs-crypto-exchange,Hong Kong,Unknown,300
Transmit Security,Boston,Security,27,0.07,05/07/2022,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,United States,Series A,583
Thimble,New York City,Finance,20,0.33,05/07/2022,https://coverager.com/layoffs-at-thimble/,United States,Series A,28
Syte,"Tel Aviv, Non-U.S.",Retail,13,0.08,05/07/2022,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,Israel,Series C,71
Lightricks,"Jerusalem, Non-U.S.",Consumer,80,0.12,04/07/2022,https://en.globes.co.il/en/article-app-developer-lightricks-lays-off-70-in-israel-1001417020,Israel,Series D,335
Chessable,"London, Non-U.S.",Consumer,29,,04/07/2022,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,United Kingdom,Acquired,0
Sendle,"Sydney, Non-U.S.",Logistics,27,0.12,04/07/2022,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Australia,Series C,69
Lendis,"Berlin, Non-U.S.",Other,18,0.15,04/07/2022,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,Germany,Series A,90
Airtasker,"Sydney, Non-U.S.",Consumer,,,04/07/2022,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Australia,Series C,26
Gorillas,"Berlin, Non-U.S.",Food,540,,03/07/2022,https://www.retailfood.it/index.php/2022/07/03/gorillas-flop-lascia-litalia/,Germany,Series C,1300
Celsius,New York City,Crypto,150,0.25,03/07/2022,https://www.calcalistech.com/ctechnews/article/syvuxha99,United States,Series B,864
LetsGetChecked,New York City,Healthcare,,,02/07/2022,https://www.businesspost.ie/tech/tech-unicorn-letsgetchecked-lays-off-staff-including-dublin-workers/,United States,Series D,263
Perx Health,"Sydney, Non-U.S.",Healthcare,,,02/07/2022,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,Australia,Seed,2
Zepto,"Brisbane, Non-U.S.",Finance,,0.1,02/07/2022,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,Australia,Series A,25
WanderJaunt,SF Bay Area,Travel,85,1,01/07/2022,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,United States,Series B,26
Canoo,Los Angeles,Transportation,58,0.06,01/07/2022,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,United States,Post-IPO,300
Bamboo Health,Louisville,Healthcare,52,,01/07/2022,Internal memo,United States,Unknown,
Teleport,SF Bay Area,Infrastructure,15,0.06,01/07/2022,https://goteleport.com/blog/managing-downturn/,United States,Series C,169
Remesh,New York City,Support,,,01/07/2022,Internal memo,United States,Series A,38
Enjoy,SF Bay Area,Retail,400,0.18,30/06/2022,https://news.crunchbase.com/public/bankruptcy-enjoy-apple-ron-johnson/,United States,Post-IPO,310
Crejo.Fun,"Bengaluru, Non-U.S.",Education,170,1,30/06/2022,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,India,Seed,3
Stash Financial,New York City,Finance,40,0.08,30/06/2022,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,United States,Unknown,480
Nate,New York City,Retail,30,0.2,30/06/2022,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,United States,Series A,47
Snyk,Boston,Security,30,,30/06/2022,https://snyk.io/blog/announcing-organizational-updates-to-better-serve-our-customers/,United States,Series F,849
Stream,Boulder,Product,20,0.12,30/06/2022,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,United States,Series B,58
Finleap Connect,"Hamburg, Non-U.S.",Finance,14,0.1,30/06/2022,https://paymentandbanking.com/open-banking-anbieter-finleap-connect-vollzieht-wechsel-an-der-management-spitze/,Germany,Series A,22
Abra,SF Bay Area,Crypto,12,0.05,30/06/2022,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,United States,Series C,106
Gavelytics,Los Angeles,Legal,,1,30/06/2022,https://www.lawnext.com/2022/06/litigation-analytics-company-gavelytics-is-shutting-down-tomorrow.html,United States,Seed,5
Secfi,SF Bay Area,Finance,,,30/06/2022,Internal memo,United States,Series A,7
Sundae,SF Bay Area,Real Estate,,0.15,30/06/2022,https://www.realtrends.com/articles/sundae-lays-off-15-of-employees/,United States,Series C,135
Toppr,"Mumbai, Non-U.S.",Education,350,,29/06/2022,https://inc42.com/buzz/after-whitehat-jr-byjus-owned-toppr-lays-off-350-employees/,India,Acquired,112
Unity,SF Bay Area,Other,200,0.04,29/06/2022,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,United States,Post-IPO,1300
Niantic,SF Bay Area,Consumer,85,0.08,29/06/2022,https://www.bloomberg.com/news/articles/2022-06-29/pokemon-go-creator-niantic-cancels-four-projects-cuts-jobs#xj4y7vzkg,United States,Series D,770
AvantStay,Los Angeles,Travel,80,,29/06/2022,https://skift.com/blog/avantstay-fires-a-significant-chunk-of-its-employee-roster/,United States,Unknown,811
Qumulo,Seattle,Data,80,0.19,29/06/2022,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,United States,Series E,347
Clutch,"Toronto, Non-U.S.",Transportation,76,0.22,29/06/2022,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,Canada,Series B,153
Parallel Wireless,Nashua,Infrastructure,60,,29/06/2022,https://www.calcalist.co.il/calcalistech/article/skbud0tc9,United States,Unknown,8
Oye Rickshaw,"New Delhi, Non-U.S.",Transportation,40,0.2,29/06/2022,https://inc42.com/buzz/exclusive-matrix-partners-backed-oye-rickshaw-lays-off-40-employees/,India,Unknown,13
Rows,"Berlin, Non-U.S.",Other,18,0.3,29/06/2022,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,Germany,Series B,25
Baton,SF Bay Area,Transportation,16,0.25,29/06/2022,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,United States,Series A,13
Substack,SF Bay Area,Media,13,0.14,29/06/2022,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,United States,Series B,82
CommentSold,Huntsville,Retail,,,29/06/2022,Internal memo,United States,Unknown,
Degreed,SF Bay Area,Education,,0.15,29/06/2022,https://www.linkedin.com/posts/degreed_a-note-from-degreed-ceo-david-blake-transparency-activity-6947962317351395328-Xzw7/,United States,Series D,411
HomeLight,SF Bay Area,Real Estate,,0.19,29/06/2022,https://www.linkedin.com/feed/update/urn:li:activity:6947954503673409536/,United States,Series D,743
Modsy,SF Bay Area,Retail,,,29/06/2022,https://techcrunch.com/2022/06/29/modsy-shuts-down-design-services-cutting-roles-and-disrupting-orders/,United States,Series C,72
Volt Bank,"Sydney, Non-U.S.",Finance,,1,29/06/2022,https://www.smh.com.au/business/banking-and-finance/neobank-volt-to-shut-down-return-deposits-to-customers-after-funding-struggles-20220629-p5axl1.html,Australia,Series E,90
Huobi,"Beijing, Non-U.S.",Crypto,300,0.3,28/06/2022,https://www.coindesk.com/business/2022/06/28/huobi-global-could-cut-over-30-workforce-as-china-crackdown-leads-to-fall-in-revenue/,China,Unknown,2
WhiteHat Jr,"Mumbai, Non-U.S.",Education,300,,28/06/2022,https://techcrunch.com/2022/06/28/byjus-unit-whitehat-jr-cuts-300-jobs/,India,Acquired,11
StockX,Detroit,Retail,120,0.08,28/06/2022,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,United States,Series E,690
Sidecar Health,Los Angeles,Healthcare,110,0.4,28/06/2022,Internal memo,United States,Series C,163
StockX,Detroit,Retail,80,,28/06/2022,https://www.complex.com/sneakers/stockx-layoffs-november-2022,United States,Series E,690
Vezeeta,"Dubai, Non-U.S.",Healthcare,50,0.1,28/06/2022,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,United Arab Emirates,Series D,71
Bright Machines,SF Bay Area,Data,30,0.08,28/06/2022,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,Israel,Unknown,250
HealthMatch,"Sydney, Non-U.S.",Healthcare,18,0.5,28/06/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Australia,Series B,20
Booktopia,"Sydney, Non-U.S.",Retail,,,28/06/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Australia,Series A,23
Nova Benefits,"Bengaluru, Non-U.S.",Healthcare,,0.3,28/06/2022,https://entrackr.com/2022/06/exclusive-nova-benefits-lays-off-30-of-its-workforce/,India,Series B,41
Una Brands,"Singapore, Non-U.S.",Retail,,0.1,28/06/2022,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Singapore,Series A,55
AppLovin,SF Bay Area,Marketing,300,0.12,27/06/2022,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,United States,Post-IPO,1600
UiPath,New York City,Data,210,0.05,27/06/2022,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,United States,Post-IPO,2000
Udaan,"Bengaluru, Non-U.S.",Retail,180,0.04,27/06/2022,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,India,Unknown,1500
Cue,San Diego,Healthcare,170,,27/06/2022,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,United States,Post-IPO,999
Banxa,"Melbourne, Non-U.S.",Crypto,70,0.3,27/06/2022,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,Australia,Post-IPO,13
SafeGraph,SF Bay Area,Data,27,0.25,27/06/2022,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,United States,Series B,61
Amount,Chicago,Finance,,0.18,27/06/2022,https://techcrunch.com/2022/06/27/fintech-amount-which-was-valued-at-1b-last-year-lays-off-18-of-staff/,United States,Unknown,283
Postscript,SF Bay Area,Marketing,43,,26/06/2022,https://twitter.com/ringmybeller/status/1541154423065427972,United States,Series C,106
Bitpanda,"Vienna, Non-U.S.",Crypto,270,0.27,24/06/2022,https://brutkasten.com/bitpanda-kuendigungen/,Austria,Series C,546
Sunday,Atlanta,Finance,90,0.23,24/06/2022,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,United States,Series A,124
Bestow,Dallas,Finance,41,0.14,24/06/2022,https://coverager.com/layoffs-at-bestow/,United States,Series C,137
Ethos Life,SF Bay Area,Finance,40,0.12,24/06/2022,https://www.coverager.com/ethos-lays-off-40-employees/,United States,Series D,406
Feather,New York City,Retail,,,24/06/2022,Internal memo,United States,Unknown,76
Give Legacy,Boston,Healthcare,,,24/06/2022,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,United States,Series B,45
Netflix,SF Bay Area,Media,300,0.03,23/06/2022,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,United States,Post-IPO,121900
Aura,Boston,Security,70,0.09,23/06/2022,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,United States,Series F,500
Pipl,Spokane,Security,22,0.13,23/06/2022,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,United States,Unknown,19
Vouch,SF Bay Area,Finance,15,0.07,23/06/2022,Internal memo,United States,Series C,159
Voyage SMS,Los Angeles,Marketing,8,0.13,23/06/2022,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,United States,Unknown,10
Esper,Seattle,Other,,0.12,23/06/2022,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,United States,Series A,10
Kune,"Nairobi, Non-U.S.",Food,,1,23/06/2022,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,Kenya,Seed,1
Mark43,New York City,Other,,,23/06/2022,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,United States,Series E,229
Orchard,New York City,Real Estate,,0.1,23/06/2022,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,United States,Series D,472
Ro,New York City,Healthcare,,0.18,23/06/2022,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,United States,Unknown,1000
StreamElements,"Tel Aviv, Non-U.S.",Media,,0.2,23/06/2022,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,Israel,Series B,111
MasterClass,SF Bay Area,Education,120,0.2,22/06/2022,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,United States,Series E,461
IronNet,Washington D.C.,Security,90,0.35,22/06/2022,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,United States,Post-IPO,410
Bungalow,SF Bay Area,Real Estate,70,,22/06/2022,Internal memo,United States,Series C,171
IronNet,Washington D.C.,Security,55,0.17,22/06/2022,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,United States,Post-IPO,410
Sprinklr,New York City,Support,50,,22/06/2022,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,United States,Post-IPO,429
Superpedestrian,Boston,Transportation,35,0.07,22/06/2022,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,United States,Series C,261
Voi,"Stockholm, Non-U.S.",Transportation,35,0.1,22/06/2022,https://www.voiscooters.com/blog/increased-focus-on-profitability/,Sweden,Series D,515
Balto,St. Louis,Sales,30,,22/06/2022,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,United States,Series B,51
Ritual,"Toronto, Non-U.S.",Food,23,0.16,22/06/2022,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,Canada,Series C,134
Mindgeek,"Luxembourg, Non-U.S.",Media,,,22/06/2022,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,Luxembourg,Unknown,
Voly,"Sydney, Non-U.S.",Food,,0.5,22/06/2022,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,Australia,Seed,13
Ebanx,"Curitiba, Non-U.S.",Finance,340,0.2,21/06/2022,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,Brazil,Series B,460
TaskUs,Los Angeles,Support,52,0,21/06/2022,Internal memo,United States,Post-IPO,279
Community,Los Angeles,Marketing,40,0.3,21/06/2022,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,United States,Unknown,40
Sourcegraph,SF Bay Area,Product,24,0.08,21/06/2022,https://newsletter.pragmaticengineer.com/p/the-scoop-15,United States,Series D,248
Frubana,"Bogota, Non-U.S.",Food,,0.03,21/06/2022,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,Colombia,Series C,202
SuperLearn,"Bengaluru, Non-U.S.",Education,,1,21/06/2022,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,India,Seed,0
Tray.io,SF Bay Area,Data,,0.1,21/06/2022,Internal memo,United States,Series C,109
Bybit,"Singapore, Non-U.S.",Crypto,600,0.3,20/06/2022,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,Singapore,Unknown,
SummerBio,SF Bay Area,Healthcare,101,1,20/06/2022,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,United States,Unknown,7
Trax,"Singapore, Non-U.S.",Retail,100,0.12,20/06/2022,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,Singapore,Series E,1000
Aqgromalin,"Chennai, Non-U.S.",Food,80,0.3,20/06/2022,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,India,Unknown,12
Bonsai,"Toronto, Non-U.S.",Retail,30,0.55,20/06/2022,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,Canada,Series A,27
Brighte,"Sydney, Non-U.S.",Energy,30,0.15,20/06/2022,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,Australia,Series C,145
Buzzer,New York City,Media,,0.2,20/06/2022,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,United States,Unknown,32
Bybit,"Singapore, Non-U.S.",Crypto,,,20/06/2022,https://twitter.com/WuBlockchain/status/1538807715861962752,Singapore,Unknown,
CityMall,"Gurugram, Non-U.S.",Retail,191,0.3,19/06/2022,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,India,Series C,112
